can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,pos_id,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,position,team,now_cost_m,display_name,name_key
True,True,,,191866,0,0,0,0,0,2,1.9,1.9,0,Kristoffer,0.0,108,False,,,45,191866.jpg,0.0,False,Ajer,0.2,False,,a,5,94,0,96,96,97,97,0.0,0.0,Ajer,161.0,2021-07-21,1998-04-17,False,p191866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,188,114,187,114,179,109,189,114,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,391,85,264,130,264,130,376,140,0.0,0.0,0.0,DEF,Brentford,4.5,Ajer,ajer
True,True,,,194010,0,0,0,0,0,2,1.9,1.9,0,Rico,0.0,109,False,,,45,194010.jpg,0.0,False,Henry,0.2,False,,a,5,94,0,82,82,89,89,0.0,0.0,Henry,241.0,2016-08-31,1997-07-08,False,p194010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,190,116,189,116,181,111,191,116,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,393,87,266,132,266,132,412,160,0.0,0.0,0.0,DEF,Brentford,4.5,Henry,henry
True,True,,,607464,0,0,0,0,0,2,1.9,1.9,0,Michael,0.0,110,False,,,45,607464.jpg,0.0,False,Kayode,0.2,False,,a,5,94,0,155,155,87,87,0.0,0.0,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,343,170,343,170,338,167,344,170,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,551,144,401,175,401,175,384,144,0.0,0.0,0.0,DEF,Brentford,4.5,Kayode,kayode
True,True,,,231065,0,0,0,0,0,2,1.9,1.9,0,Ethan,0.0,111,False,,,45,231065.jpg,0.0,False,Pinnock,0.2,False,,a,5,94,0,141,141,90,90,0.0,0.0,Pinnock,107.0,2019-07-02,1993-05-29,False,p231065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,213,133,212,133,204,128,214,133,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,417,105,283,143,283,143,334,121,0.0,0.0,0.0,DEF,Brentford,4.5,Pinnock,pinnock
True,True,,,226956,0,0,0,0,0,2,1.9,1.9,0,Mads,0.0,112,False,,,45,226956.jpg,0.0,False,Roerslev Rasmussen,0.0,False,,a,5,94,0,17,17,35,35,0.0,0.0,Roerslev,58.0,2019-10-27,1999-06-24,False,p226956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,210,132,209,132,201,127,211,132,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,414,104,280,142,280,142,567,207,0.0,0.0,0.0,DEF,Brentford,4.5,Roerslev,roerslev
True,True,,,444765,0,0,0,0,0,2,1.9,1.9,0,Sepp,0.0,113,False,,,45,444765.jpg,0.0,False,van den Berg,0.4,False,,a,5,94,0,247,247,230,230,0.0,0.0,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,235,147,234,147,228,143,236,147,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,120,304,156,304,156,264,99,0.0,0.0,0.0,DEF,Brentford,4.5,Van den Berg,van den berg
True,True,,,622536,0,0,0,0,0,2,1.0,1.0,0,Benjamin,0.0,114,False,,,40,622536.jpg,0.0,False,Arthur,0.3,False,,a,5,94,0,201,201,176,176,0.0,0.0,Arthur,241.0,2024-03-08,2005-10-09,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,152,90,151,90,143,85,153,90,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,685,226,235,112,235,112,303,114,0.0,0.0,0.0,DEF,Brentford,4.0,Arthur,arthur
True,True,,,612534,0,0,0,0,0,2,1.0,1.0,0,Benjamin,0.0,115,False,,,40,612534.jpg,0.0,False,Fredrick,0.2,False,,a,5,94,0,86,86,119,119,0.0,0.0,Fredrick,,,,False,p612534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,151,89,150,89,142,84,152,89,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,684,225,234,111,234,111,406,156,0.0,0.0,0.0,DEF,Brentford,4.0,Fredrick,fredrick
True,True,,,472713,0,0,0,0,0,2,1.0,1.0,0,Aaron,0.0,116,False,,,40,472713.jpg,0.0,False,Hickey,0.5,False,,a,5,94,0,226,226,192,192,0.0,0.0,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,91,44,90,44,82,39,92,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,624,180,179,71,179,71,247,93,0.0,0.0,0.0,DEF,Brentford,4.0,Hickey,hickey
True,True,,,570241,0,0,0,0,0,2,1.0,1.0,0,Kim,0.0,117,False,,,40,570241.jpg,0.0,False,Ji-soo,0.2,False,,a,5,94,0,53,53,130,130,0.0,0.0,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,135,75,134,75,126,70,136,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668,211,218,97,218,97,408,157,0.0,0.0,0.0,DEF,Brentford,4.0,Ji-soo,ji-soo
True,True,,,499717,0,0,0,0,0,2,1.0,1.0,0,Jayden,0.0,118,False,,,40,499717.jpg,0.0,False,Meghoma,0.2,False,,a,5,94,0,44,44,113,113,0.0,0.0,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,109,55,108,55,100,50,110,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,642,191,194,79,194,79,423,165,0.0,0.0,0.0,DEF,Brentford,4.0,Meghoma,meghoma
True,True,75.0,75.0,513418,0,0,0,0,0,3,1.8,1.8,0,Kevin,0.0,120,False,Knock - 75% chance of playing,2025-08-09T14:00:04.851048Z,70,513418.jpg,0.0,False,Schade,0.3,False,,d,5,94,0,51,51,590,590,0.0,0.0,Schade,80.0,2023-07-01,2001-11-27,False,p513418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,662,293,662,293,662,293,662,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43,29,665,294,665,294,302,97,0.0,0.0,0.0,MID,Brentford,7.0,Schade,schade
True,True,,,440089,0,0,0,0,0,3,2.1,2.1,0,Mikkel,0.0,121,False,,,60,440089.jpg,0.0,False,Damsgaard,1.1,False,,a,5,94,0,283,283,828,828,0.0,0.0,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,604,252,605,252,604,252,605,252,2.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,101,71,620,264,620,264,169,59,0.0,0.0,0.0,MID,Brentford,6.0,Damsgaard,damsgaard
True,True,,,543295,0,0,0,0,0,3,2.0,2.0,0,Antoni,0.0,122,False,,,55,543295.jpg,0.0,False,Milambo,0.1,False,,a,5,94,0,56,56,70,70,0.0,0.0,Milambo,152.0,2025-07-03,2005-04-03,False,p543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,575,231,576,231,575,231,576,231,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,204,131,598,249,598,249,543,204,0.0,0.0,0.0,MID,Brentford,5.5,Milambo,milambo
True,True,,,244858,0,0,0,0,0,3,1.5,1.5,0,Fábio,0.0,123,False,,,50,244858.jpg,0.0,False,Freitas Gouveia Carvalho,0.3,False,,a,5,94,0,247,247,290,290,0.0,0.0,Carvalho,173.0,2024-08-12,2002-08-30,False,p244858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,418,130,418,130,415,129,419,130,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,283,176,462,164,462,164,300,96,0.0,0.0,0.0,MID,Brentford,5.0,Carvalho,carvalho
True,True,,,56979,0,0,0,0,0,3,1.5,1.5,0,Jordan,0.0,124,False,,,50,56979.jpg,0.0,False,Henderson,0.3,False,,a,5,94,0,322,322,404,404,0.0,0.0,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,354,95,354,95,349,93,355,95,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,215,138,411,136,411,136,310,102,0.0,0.0,0.0,MID,Brentford,5.0,Henderson,henderson
True,True,0.0,0.0,204580,0,0,0,0,0,3,0.0,0.0,0,Vitaly,0.0,125,False,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,50,204580.jpg,0.0,False,Janelt,0.0,False,,i,5,94,0,7,7,117,117,0.0,0.0,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,389,114,389,114,386,113,390,114,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,254,160,437,151,437,151,648,281,0.0,0.0,0.0,MID,Brentford,5.0,Janelt,janelt
True,True,,,207283,0,0,0,0,0,3,1.5,1.5,0,Mathias,0.0,126,False,,,50,207283.jpg,0.0,False,Jensen,0.1,False,,a,5,94,0,32,32,73,73,0.0,0.0,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,393,117,393,117,390,116,394,117,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,258,163,440,153,440,153,498,174,0.0,0.0,0.0,MID,Brentford,5.0,Jensen,jensen
True,True,0.0,0.0,626464,0,0,0,0,0,3,0.0,0.0,0,Gustavo,0.0,127,False,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,50,626464.jpg,0.0,False,Nunes Fernandes Gomes,0.0,False,,i,5,94,0,9,9,68,68,0.0,0.0,Nunes,30.0,2024-08-28,2005-11-20,False,p626464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,487,177,487,177,484,176,488,177,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,353,224,520,202,520,202,662,290,0.0,0.0,0.0,MID,Brentford,5.0,Nunes,nunes
True,True,,,428580,0,0,0,0,0,3,1.5,1.5,0,Frank,0.0,128,False,,,50,428580.jpg,0.0,False,Onyeka,0.0,False,,a,5,94,0,24,24,69,69,0.0,0.0,Onyeka,157.0,2021-07-20,1998-01-01,False,p428580,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,424,135,424,135,421,134,425,135,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,289,181,468,169,468,169,588,236,0.0,0.0,0.0,MID,Brentford,5.0,Onyeka,onyeka
True,True,,,508395,0,0,0,0,0,3,1.5,1.5,0,Yehor,0.0,129,False,,,50,508395.jpg,0.0,False,Yarmoliuk,0.0,False,,a,5,94,0,11,11,70,70,0.0,0.0,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,465,159,465,159,462,158,466,159,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,331,206,503,189,503,189,575,224,0.0,0.0,0.0,MID,Brentford,5.0,Yarmoliuk,yarmoliuk
True,True,,,606689,0,0,0,0,0,3,1.0,1.0,0,Romelle,0.0,130,False,,,45,606689.jpg,0.0,False,Donovan,0.1,False,,a,5,94,0,115,115,116,116,0.0,0.0,Donovan,241.0,2025-07-01,2006-11-30,False,p606689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,340,85,340,85,335,83,341,85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,548,298,399,127,399,127,469,155,0.0,0.0,0.0,MID,Brentford,4.5,Donovan,donovan
True,True,,,628204,0,0,0,0,0,3,1.0,1.0,0,Yunus Emre,0.0,131,False,,,45,628204.jpg,0.0,False,Konak,0.2,False,,a,5,94,0,61,61,113,113,0.0,0.0,Konak,219.0,2024-01-11,2006-01-10,False,p628204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,351,93,351,93,346,91,352,93,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,559,306,408,134,408,134,377,122,0.0,0.0,0.0,MID,Brentford,4.5,Konak,konak
True,True,0.0,0.0,220695,0,0,0,0,0,3,0.0,0.0,0,Paris,0.0,132,False,Unknown - Unknown return date,2025-08-14T16:00:05.924672Z,45,220695.jpg,0.0,False,Maghoma,0.0,False,,i,5,94,0,5,5,147,147,0.0,0.0,Maghoma,241.0,2020-08-01,2001-05-08,False,p220695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,205,19,204,19,196,16,206,19,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,408,231,276,63,276,63,621,261,0.0,0.0,0.0,MID,Brentford,4.5,Maghoma,maghoma
True,True,,,450539,0,0,0,0,0,3,1.0,1.0,0,Myles,0.0,133,False,,,45,450539.jpg,0.0,False,Peart-Harris,0.0,False,,a,5,94,0,47,47,60,60,0.0,0.0,Peart-Harris,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,239,28,238,28,232,26,240,28,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,445,241,308,72,308,72,584,232,0.0,0.0,0.0,MID,Brentford,4.5,Peart-Harris,peart-harris
True,False,0.0,0.0,591357,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,134,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,0.0,False,Trevitt,0.0,False,,u,5,94,0,0,0,63,63,0.0,0.0,Trevitt,241.0,2024-01-08,2003-03-12,False,p591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,333,81,333,81,328,79,334,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541,294,392,123,392,123,656,287,0.0,0.0,0.0,MID,Brentford,4.5,Trevitt,trevitt
True,True,0.0,0.0,216646,0,0,0,0,0,4,0.0,0.0,0,Yoane,0.0,135,False,Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date,2025-08-14T16:00:05.941925Z,75,216646.jpg,0.0,False,Wissa,2.6,False,,n,5,94,0,629,629,11761,11761,0.0,0.0,Wissa,50.0,2021-08-10,1996-09-03,False,p216646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,665,64,665,64,665,64,665,64,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,21,9,668,66,668,66,102,18,0.0,0.0,0.0,FWD,Brentford,7.5,Wissa,wissa
True,True,,,502500,0,0,0,0,0,4,2.0,2.0,0,Igor Thiago,0.0,136,False,,,60,502500.jpg,0.0,False,Nascimento Rodrigues,0.9,False,,a,5,94,0,608,608,778,778,0.0,0.0,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,614,50,615,51,614,51,615,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,111,28,629,55,629,55,190,31,0.0,0.0,0.0,FWD,Brentford,6.0,Thiago,thiago
True,True,,,533710,0,0,0,0,0,4,1.0,1.0,0,Iwan,0.0,137,False,,,45,533710.jpg,0.0,False,Morgan,0.5,False,,a,5,94,0,432,432,556,556,0.0,0.0,Morgan,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,293,9,293,10,288,10,294,10,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,60,355,19,355,19,249,42,0.0,0.0,0.0,FWD,Brentford,4.5,Morgan,morgan
True,True,,,49262,0,0,0,0,0,1,2.3,2.3,0,Jason,0.0,138,False,,,45,49262.jpg,0.0,False,Steele,0.5,False,,a,6,36,0,300,300,262,262,0.0,0.0,Steele,241.0,2018-07-01,1990-08-18,False,p49262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,156,48,155,46,147,46,157,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358,17,239,55,239,55,236,31,0.0,0.0,0.0,GK,Brighton,4.5,Steele,steele
True,True,,,489639,0,0,0,0,0,1,2.3,2.3,1,Bart,1.0,139,False,,,45,489639.jpg,1.0,False,Verbruggen,8.0,False,,a,6,36,1,2731,2731,2285,2285,0.2,0.2,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,45,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,4,0,0,1,0.00,0.00,0.00,0.16,256,62,256,61,250,61,257,62,,,,,,,0.0,0.0,0.0,0.0,0.32,0.0,463,32,67,7,67,7,52,8,2.0,0.0,0.0,GK,Brighton,4.5,Verbruggen,verbruggen
True,True,,,209288,0,0,0,0,0,1,1.0,1.0,0,Tom,0.0,140,False,,,40,209288.jpg,0.0,False,McGill,0.4,False,,a,6,36,0,293,293,147,147,0.0,0.0,McGill,39.0,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,57,20,56,18,47,18,58,20,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,589,53,146,27,146,27,271,38,0.0,0.0,0.0,GK,Brighton,4.0,McGill,mcgill
True,False,0.0,0.0,472739,0,0,0,0,0,1,0.0,0.0,0,Carl,0.0,141,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,False,Rushworth,0.0,False,,u,6,36,0,0,0,18,18,0.0,0.0,Rushworth,241.0,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,92,33,91,31,83,31,93,33,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,625,66,180,40,180,40,677,78,0.0,0.0,0.0,GK,Brighton,4.0,Rushworth,rushworth
True,False,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,0,Kjell,0.0,142,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,False,Scherpen,0.0,False,,u,6,36,0,0,0,18,18,0.0,0.0,Scherpen,152.0,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,67,24,66,22,57,22,68,24,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,599,57,156,31,156,31,681,80,0.0,0.0,0.0,GK,Brighton,4.0,Scherpen,scherpen
True,True,,,204120,0,0,0,0,0,2,1.9,1.9,0,Olivier,0.0,143,False,,,45,204120.jpg,0.0,False,Boscagli,0.1,False,,a,6,36,0,159,159,127,127,0.0,0.0,Boscagli,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,195,119,194,119,186,114,196,119,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,90,269,133,269,133,457,179,0.0,0.0,0.0,DEF,Brighton,4.5,Boscagli,boscagli
True,True,,,550090,0,0,0,0,0,2,1.9,1.9,0,Diego,0.0,144,False,,,45,550090.jpg,0.0,False,Coppola,0.1,False,,a,6,36,0,50,50,54,54,0.0,0.0,Coppola,106.0,2025-06-17,2003-12-28,False,p550090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,304,165,304,165,299,162,305,165,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,512,139,365,170,365,170,518,196,0.0,0.0,0.0,DEF,Brighton,4.5,Coppola,coppola
True,True,,,465730,0,0,0,0,0,2,1.9,1.9,1,Maxim,1.0,145,False,,,45,465730.jpg,1.0,False,De Cuyper,6.6,False,,a,6,36,1,2704,2704,1266,1266,0.2,0.2,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,45,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2,2,0,2,1,0.00,0.08,0.08,0.16,246,150,246,150,240,146,247,150,,,,,,,0.0,0.0,0.16,0.16,0.32,0.0,453,123,63,30,63,30,66,25,2.0,0.0,4.0,DEF,Brighton,4.5,De Cuyper,de cuyper
True,True,,,83299,0,0,0,0,0,2,1.9,1.9,1,Lewis,1.0,146,False,,,45,83299.jpg,1.0,False,Dunk,1.3,False,,a,6,36,1,1331,1331,473,473,0.2,0.2,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,45,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,2,0,1,3,1,0.00,0.00,0.00,0.16,161,95,160,95,152,90,162,95,,,,,,,0.0,0.0,0.0,0.0,0.32,0.0,364,66,53,20,53,20,158,56,2.0,0.0,6.0,DEF,Brighton,4.5,Dunk,dunk
True,False,0.0,0.0,204214,0,0,0,0,0,2,0.0,0.0,0,Pervis,0.0,147,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,0.0,False,Estupiñán Tenorio,0.0,False,,u,6,36,0,0,0,287,287,0.0,0.0,Estupiñan,62.0,2022-07-16,1998-01-21,False,p204214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,196,120,195,120,187,115,197,120,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,91,270,134,270,134,628,216,0.0,0.0,0.0,DEF,Brighton,4.5,Estupiñan,estupiñan
True,True,,,231416,0,0,0,0,0,2,1.9,1.9,0,Ferdi,0.0,148,False,,,45,231416.jpg,0.0,False,Kadıoğlu,0.2,False,,a,6,36,0,182,182,185,185,0.0,0.0,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,214,134,213,134,205,129,215,134,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,418,106,284,144,284,144,364,133,0.0,0.0,0.0,DEF,Brighton,4.5,F.Kadıoğlu,f.kadıoğlu
True,True,100.0,100.0,223434,0,0,0,0,0,2,1.9,1.9,0,Igor Julio,0.0,149,False,,2025-08-10T18:00:05.419085Z,45,223434.jpg,0.0,False,dos Santos de Paulo,0.0,False,,a,6,36,0,63,63,44,44,0.0,0.0,Igor,30.0,2023-07-26,1998-02-07,False,p223434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,207,129,206,129,198,124,208,129,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,411,101,278,140,278,140,574,209,0.0,0.0,0.0,DEF,Brighton,4.5,Igor,igor
True,True,,,232792,0,0,0,0,0,2,1.9,1.9,0,Tariq,0.0,150,False,,,45,232792.jpg,0.0,False,Lamptey,0.4,False,,a,6,36,0,321,321,252,252,0.0,0.0,Lamptey,81.0,2020-01-31,2000-09-30,False,p232792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,217,136,216,136,208,131,218,136,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,421,108,287,146,287,146,258,98,0.0,0.0,0.0,DEF,Brighton,4.5,Lamptey,lamptey
True,True,,,469142,0,0,0,0,0,2,1.9,1.9,1,Jan Paul,1.0,151,False,,,45,469142.jpg,1.0,False,van Hecke,1.2,False,,a,6,36,1,511,511,302,302,0.2,0.2,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,45,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,2,4,1,3,1,0.00,0.13,0.13,0.16,249,151,249,151,243,147,250,151,,,,,,,0.0,0.0,0.26,0.26,0.32,0.0,456,124,65,31,65,31,163,59,2.0,0.0,6.0,DEF,Brighton,4.5,Van Hecke,van hecke
True,True,,,111478,0,0,0,0,0,2,1.9,1.9,0,Joël,0.0,152,False,,,45,111478.jpg,0.0,False,Veltman,0.3,False,,a,6,36,0,88,88,114,114,0.0,0.0,Veltman,152.0,2020-07-29,1992-01-15,False,p111478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,174,105,173,105,165,100,175,105,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,377,76,253,124,253,124,326,118,0.0,0.0,0.0,DEF,Brighton,4.5,Veltman,veltman
